CustomerID,CreditScore,Country,Gender,Age,Tenure,Balance,NumOfProducts,HasCreditCard,IsActiveMember,EstimatedSalary,Churned
15718106,625,France,Male,34,6,0,2,No,No,197283.2,No
15585067,634,Spain,Male,31,9,108632.48,1,Yes,Yes,179485.96,Yes
15675501,616,France,Male,59,5,153861.1,1,Yes,Yes,17699.48,No
15633233,500,France,Male,56,1,100374.58,1,Yes,No,118490.8,Yes
15667134,446,France,Male,32,8,0,2,No,No,133292.94,No
15659105,669,France,Female,47,9,61196.54,1,Yes,No,58170.24,No
15575409,581,Germany,Male,31,6,116891.72,1,Yes,No,107137.3,No
15752342,704,Germany,Female,54,6,133656.91,3,Yes,No,145071.33,Yes
15654851,748,France,Male,44,2,92911.52,1,No,Yes,85495.24,No
15741429,680,Spain,Female,31,9,119825.75,2,Yes,Yes,101139.3,No
15682356,655,France,Female,37,7,111852.84,2,Yes,No,10511.13,No
15806447,690,Germany,Male,32,0,106683.52,2,Yes,Yes,137916.49,No
15800229,695,Germany,Male,40,7,139022.24,1,No,Yes,193383.13,No
15663441,700,Germany,Female,40,4,148571.07,1,Yes,No,189826.96,Yes
15791991,773,France,Male,52,4,0,1,No,Yes,144113.42,No
15775082,749,France,Male,42,1,129776.72,2,No,Yes,143538.51,No
15579706,611,France,Female,46,5,0,1,Yes,No,77677.14,Yes
15718247,606,Spain,Female,46,8,0,2,Yes,Yes,183717.94,No
15755722,554,France,Male,24,10,0,1,No,No,92180.62,No
15582259,567,France,Female,37,7,0,2,Yes,Yes,28690.9,No
15716994,559,Spain,Male,24,3,114739.92,1,Yes,No,85891.02,Yes
15586880,594,Germany,Male,41,2,122545.65,2,Yes,Yes,42050.24,No
15713854,513,France,Female,37,6,0,2,Yes,No,110142.34,No
15780835,652,Germany,Female,26,1,131908.35,1,Yes,Yes,179269.79,No
15675896,680,Germany,Female,42,7,105722.69,1,Yes,Yes,90558.24,Yes
15658459,784,Spain,Male,33,10,0,2,Yes,No,162022.47,No
15658057,812,Spain,Female,44,8,0,3,Yes,No,66926.83,Yes
15801767,784,Spain,Female,40,8,0,2,Yes,No,108891.3,No
15569178,570,France,Female,18,4,82767.42,1,Yes,No,71811.9,No
15731478,712,France,Female,42,1,87842.98,1,No,No,92223.59,No
15811236,705,Spain,Male,39,6,133261.13,1,Yes,Yes,78065.9,No
15746749,681,Spain,Female,32,3,0,2,Yes,Yes,59679.9,No
15662758,620,France,Male,41,0,97925.11,1,Yes,No,85000.32,No
15709387,711,France,Male,52,5,0,1,Yes,Yes,159808.95,No
15572093,613,France,Female,24,7,140453.91,1,Yes,No,129001.3,No
15713826,613,Germany,Female,20,0,117356.19,1,No,No,113557.7,Yes
15570205,682,Spain,Male,36,5,0,2,Yes,Yes,147758.51,No
15589348,850,Spain,Male,37,4,137204.77,1,Yes,Yes,28865.59,No
15804610,601,France,Female,41,1,0,2,No,Yes,160607.06,No
15700854,595,Spain,Male,35,8,0,1,Yes,No,100015.79,Yes
15758836,675,Spain,Male,36,3,54098.18,2,No,Yes,54478.52,No
15772933,591,Spain,Male,31,8,0,1,Yes,Yes,141677.33,No
15809006,602,France,Male,23,7,113758.48,2,No,No,84077.6,No
15689612,554,Spain,Female,34,8,0,1,No,Yes,106981.03,No
15744614,541,France,Male,37,9,118636.92,1,Yes,Yes,73551.44,No
15704250,506,France,Male,34,7,0,2,No,No,115842.1,No
15700255,814,Germany,Male,44,8,95488.82,2,No,No,107013.59,No
15669410,683,France,Male,30,8,110829.52,2,No,No,24938.84,No
15807595,485,Germany,Male,51,7,144244.59,2,Yes,No,51113.14,No
15664523,696,Germany,Female,31,8,122021.92,2,Yes,No,33828.64,No
15642833,608,France,Female,30,8,0,2,Yes,No,128875.86,No
15605279,792,France,Male,50,9,0,4,Yes,Yes,194700.81,Yes
15713644,686,Spain,Male,22,5,0,2,Yes,No,158974.45,No
15750466,790,Germany,Male,42,1,85839.62,1,Yes,No,198182.73,No
15739054,654,France,Female,29,4,96974.97,1,No,Yes,141404.07,No
15612771,452,France,Male,35,4,148172.44,1,Yes,Yes,4175.68,No
15788483,719,Spain,Male,38,0,0,1,Yes,No,126876.47,No
15732832,707,France,Female,40,5,0,2,Yes,No,41052.82,No
15772892,699,France,Female,49,2,0,1,No,No,105760.01,No
15713843,850,Spain,Male,30,2,0,2,No,Yes,27937.12,No
15567993,828,Spain,Male,28,8,134766.85,1,Yes,No,79355.87,No
15617603,850,Germany,Male,30,5,123210.56,2,Yes,Yes,102180.27,No
15744983,712,Spain,Male,47,1,139887.01,1,Yes,Yes,95719.73,No
15630419,634,France,Male,44,9,149961.11,1,Yes,No,57121.51,No
15738828,730,Germany,Male,45,6,152880.97,1,No,No,162478.11,No
15778025,685,Germany,Male,43,9,108589.47,2,No,Yes,194808.51,No
15799479,809,Spain,Male,33,9,0,1,Yes,Yes,124045.65,No
15684269,707,Spain,Female,35,3,56674.48,1,Yes,No,17987.4,Yes
15762745,648,Spain,Male,32,8,0,1,Yes,No,133653.38,No
15746970,760,Spain,Female,57,1,0,2,Yes,Yes,25101.17,No
15725024,805,Germany,Female,33,3,105663.56,2,No,Yes,33330.89,No
15592116,585,France,Female,39,7,0,2,Yes,No,2401.26,No
15624391,595,Spain,Female,30,5,100683.54,1,Yes,Yes,178361.04,No
15567422,630,France,Male,42,6,0,2,Yes,No,162697.93,No
15612627,627,Germany,Male,29,5,139541.58,2,Yes,No,80607.33,No
15574879,631,Germany,Female,37,2,121801.72,2,No,Yes,23146.62,No
15745107,776,Germany,Male,38,5,112281.7,1,No,Yes,89893.6,No
15734491,676,Spain,Female,36,4,0,2,Yes,Yes,3173.31,No
15675320,758,Spain,Female,40,5,93499.82,2,No,No,123218.81,No
15643824,637,France,Male,33,0,132255.99,2,No,Yes,74588.41,No
15643438,850,France,Male,20,7,0,2,Yes,No,31288.77,No
15721730,601,Spain,Female,44,4,0,2,Yes,No,58561.31,No
15680727,735,France,Male,49,5,121973.28,1,Yes,No,148804.36,No
15752508,614,Germany,Male,32,7,99462.8,2,Yes,Yes,51117.06,No
15808846,672,Germany,Female,21,3,165878.76,2,Yes,Yes,164537.17,No
15727251,642,France,Male,30,8,117494.27,1,No,No,61977.82,No
15663489,633,Germany,Female,29,0,138577.34,1,Yes,No,193362.99,No
15683677,769,Spain,Male,39,9,0,1,Yes,Yes,47722.79,No
15596414,796,Spain,Male,41,8,107525.07,1,Yes,No,18510.41,No
15730639,715,France,Male,23,7,139224.92,2,Yes,No,65057.71,No
15672132,695,France,Female,42,7,121453.63,1,No,No,46374.64,No
15742638,747,France,Female,25,4,0,2,No,Yes,42039.67,No
15578603,584,Germany,Female,54,1,77354.37,1,No,No,138192.98,Yes
15726088,476,France,Male,40,6,0,1,Yes,Yes,22735.45,No
15682533,850,France,Female,39,7,79259.99,1,No,Yes,186910.74,No
15772995,529,France,Male,30,2,116295.29,1,Yes,No,75285.47,No
15765694,584,Spain,Female,59,1,0,1,No,Yes,130260.11,Yes
15659486,586,Germany,Male,34,9,74309.81,1,Yes,No,15034.93,No
15568963,674,Germany,Male,34,2,152797.9,1,Yes,No,175709.4,Yes
15703820,552,France,Male,42,9,133701.07,2,Yes,No,101069.71,Yes
15569410,601,Germany,Female,33,7,114430.18,2,Yes,Yes,153012.13,No
15632256,541,France,Male,29,7,127504.57,1,No,No,86173.92,No
15724466,744,Germany,Female,41,2,84113.41,1,Yes,No,197548.63,No
15777639,595,Spain,Female,23,10,101126.66,2,No,No,37042.8,No
15802501,724,Germany,Male,33,5,103564.83,2,Yes,No,121085.72,No
15778410,533,Spain,Female,52,7,0,1,No,Yes,194113.99,Yes
15670702,618,France,Male,37,2,168178.21,2,No,Yes,101273.23,No
15704763,523,Germany,Female,39,1,143903.11,1,Yes,Yes,118711.75,Yes
15645544,642,Germany,Female,30,5,129753.69,1,Yes,No,582.53,No
15757646,584,France,Male,35,9,0,2,Yes,No,192381.21,No
15701121,521,France,Male,38,5,110641.18,1,No,Yes,136507.69,Yes
15796313,662,France,Female,36,4,166909.2,2,Yes,No,138871.12,Yes
15815660,758,France,Female,34,1,154139.45,1,Yes,Yes,60728.89,No
15602844,717,France,Male,38,7,97459.06,1,No,No,189175.71,No
15636238,611,France,Male,40,1,0,2,Yes,Yes,102547.56,No
15770101,766,Germany,Male,43,6,112088.04,2,Yes,Yes,36706.56,No
15645543,636,France,Female,34,3,0,2,Yes,Yes,44756.25,No
15596397,814,France,Female,48,7,0,2,Yes,Yes,132870.15,No
15770525,760,Spain,Male,28,1,141038.57,2,No,No,16287.38,No
15684267,607,Germany,Male,39,2,84468.67,2,Yes,Yes,121945.42,No
15689980,725,Spain,Female,36,4,118520.26,1,No,No,131173.9,Yes
15633260,600,France,Male,37,1,142663.46,1,No,Yes,88669.89,No
15756471,656,Germany,Male,27,4,118627.16,2,Yes,Yes,160835.3,No
15721303,640,Spain,Male,34,1,137523.02,1,No,No,24761.36,No
15802256,439,France,Male,28,7,110976.23,2,Yes,No,138526.96,No
15725664,549,France,Female,38,8,107283.4,1,No,No,157442.75,No
15674851,622,France,Male,38,5,0,2,No,No,105295.77,No
15701946,715,France,Male,34,4,124314.45,1,No,No,97782.92,No
15748947,657,France,Female,41,5,95858.37,1,Yes,Yes,68255.88,No
15673342,703,France,Male,36,2,0,2,Yes,No,108790.95,No
15601008,802,France,Male,33,8,0,2,Yes,No,143706.18,No
15771636,793,Spain,Female,36,0,0,1,No,No,148993.47,No
15642002,554,France,Female,35,6,117707.18,2,No,No,95277.15,Yes
15693381,533,Spain,Male,38,1,135289.33,2,No,Yes,152956.33,No
15607691,658,France,Male,36,8,174060.46,1,Yes,Yes,94925.62,No
15589380,713,Germany,Male,40,3,114446.84,2,Yes,Yes,87308.18,No
15603846,711,Spain,Male,37,2,0,2,Yes,No,83978.86,Yes
15753549,669,France,Male,25,1,157848.53,1,No,No,37543.93,Yes
15725355,439,France,Female,43,8,0,1,No,Yes,104889.3,No
15773017,763,Spain,Female,37,6,0,2,Yes,Yes,149705.25,No
15625641,697,Germany,Female,74,3,108071.36,2,Yes,Yes,16445.79,No
15776467,702,Spain,Female,35,8,14262.8,2,Yes,No,54689.16,No
15746451,686,Spain,Male,41,7,102749.72,1,No,Yes,194913.86,No
15777922,629,Spain,Male,36,1,161757.87,2,Yes,Yes,146371.72,No
15606841,823,France,Male,38,1,0,2,Yes,No,156603.7,No
15757648,683,Germany,Female,35,5,95698.79,1,No,Yes,182566.76,No
15677173,555,France,Male,37,9,124969.13,1,Yes,No,60194.05,No
15764170,647,Germany,Male,44,4,93960.35,1,Yes,No,36579.53,Yes
15610446,714,France,Female,51,4,88308.87,3,No,No,5862.53,Yes
15612776,850,Spain,Female,39,10,0,2,Yes,Yes,143030.09,No
15794122,713,France,Female,59,3,0,2,Yes,Yes,62700.08,No
15774931,452,France,Male,30,7,112935.87,1,Yes,Yes,99017.34,No
15779247,683,Spain,Female,24,8,98567.1,1,Yes,No,187987.01,No
15707078,577,France,Female,26,1,180530.51,1,No,No,123454.62,No
15605263,552,France,Male,33,5,140931.57,1,No,Yes,10921.5,No
15607381,769,Germany,Female,31,7,148913.72,2,Yes,No,53817.23,No
15683471,691,France,Male,38,7,0,2,No,No,81617.4,No
15605037,818,France,Female,49,2,0,1,No,Yes,192298.84,Yes
15576085,739,France,Male,41,5,0,2,No,No,143882.25,No
15770435,639,France,Female,50,6,115335.32,2,Yes,Yes,53130.41,No
15592994,651,France,Female,65,0,0,2,Yes,Yes,190454.04,No
15624068,779,France,Female,26,0,0,2,No,Yes,111906,No
15595221,850,Germany,Female,33,7,134678.13,1,Yes,No,113177.95,No
15637131,829,France,Male,38,9,0,2,Yes,No,30529.88,No
15613471,579,Germany,Male,31,2,90547.48,2,Yes,Yes,18800.13,No
15583499,510,France,Male,32,9,103324.78,1,Yes,Yes,46127.7,No
15752816,531,France,Male,29,3,114590.58,1,No,No,75585.48,No
15804075,628,Germany,Female,36,3,91286.51,1,Yes,No,63085.94,No
15800517,633,Spain,Male,32,5,163340.12,2,Yes,Yes,74415.2,No
15712319,714,Spain,Male,45,8,150900.29,2,No,Yes,139889.15,No
15797389,604,Spain,Male,23,9,124577.33,1,Yes,Yes,7267.25,No
15621432,630,Spain,Male,35,1,0,2,No,No,186826.22,No
15779390,850,Spain,Female,31,4,91292.7,1,Yes,Yes,162149.07,No
15711219,788,Germany,Female,57,8,93716.72,1,Yes,Yes,180150.49,Yes
15770498,798,France,Female,37,4,111723.08,1,Yes,Yes,83478.12,No
15678727,770,Germany,Male,45,4,110765.68,1,Yes,No,26163.74,Yes
15573893,569,Germany,Male,25,9,173459.45,2,Yes,Yes,44381.06,No
15740104,425,Spain,Female,22,7,169649.73,2,No,Yes,136365,Yes
15792649,547,Spain,Female,31,9,0,2,No,No,99294.22,No
15605275,725,Germany,Male,45,8,116917.07,1,No,No,173464.43,Yes
15572467,506,France,Male,37,5,0,2,Yes,Yes,127543.81,No
15738219,632,France,Female,36,7,0,2,Yes,Yes,52526.65,No
15600710,620,France,Male,22,0,0,1,Yes,No,32589.45,No
15804394,663,Germany,Male,32,8,130627.66,1,Yes,No,47161.25,Yes
15694188,700,Spain,Female,46,5,56580.95,2,No,Yes,45424.13,No
15583718,696,Germany,Male,38,6,142316.14,1,Yes,Yes,8018.49,No
15802478,767,Spain,Male,31,6,0,2,Yes,Yes,195668,No
15619343,561,France,Male,56,7,152759,2,Yes,No,133167.11,Yes
15758813,350,Germany,Male,39,0,109733.2,2,No,No,123602.11,Yes
15761374,706,France,Male,54,9,117444.51,1,Yes,Yes,186238.85,No
15569209,464,Spain,Female,34,5,76001.57,1,Yes,Yes,158668.87,No
15788539,501,France,Female,34,3,107747.57,1,Yes,No,9249.36,No
15747222,745,Spain,Female,35,8,0,2,Yes,Yes,116581.1,No
15769346,587,France,Female,36,1,134997.49,2,Yes,No,44688.08,No
15699634,667,France,Female,48,2,0,2,Yes,Yes,148608.39,No
15589076,737,France,Male,36,9,0,1,No,Yes,188670.9,Yes
15812338,485,Spain,Female,30,7,0,1,Yes,No,107067.37,No
15758845,590,Spain,Female,37,0,64345.21,1,No,Yes,61759.33,Yes
15685844,518,Germany,Female,35,8,141665.63,1,No,Yes,192776.64,No
15583090,581,Spain,Female,29,8,0,2,Yes,No,46735.19,No
15587581,785,Germany,Female,33,5,136624.6,2,Yes,Yes,169117.74,No
15633640,799,France,Female,52,4,161209.66,1,Yes,Yes,89081.41,No
15573741,698,Spain,Male,38,10,95010.92,1,Yes,Yes,105227.86,No
15633574,730,France,Female,41,4,167545.32,1,Yes,No,128246.81,No
15711455,740,Germany,Female,36,4,109044.6,1,No,No,94554.74,Yes
15570601,785,France,Female,47,9,122031.55,1,Yes,Yes,33823.5,Yes
15690925,527,Spain,Female,29,2,27755.97,1,Yes,No,97468.44,Yes
15709338,544,France,Female,29,1,118560.55,1,Yes,Yes,164137.36,No
15780746,705,France,Male,61,4,0,2,Yes,Yes,191313.7,No
15681956,684,France,Male,34,9,0,2,Yes,Yes,65257.57,No
15778190,639,Spain,Female,28,8,97840.72,1,Yes,Yes,178222.77,No
15786852,565,Germany,Female,38,2,158651.29,2,Yes,Yes,179445.28,No
15726494,481,France,Male,44,9,175303.06,1,Yes,No,65500.53,Yes
15641183,731,Spain,Male,25,8,96950.21,1,Yes,No,97877.92,No
15805312,607,France,Male,45,7,123859.6,1,No,Yes,113051.57,No
15636572,760,France,Female,32,7,0,2,Yes,Yes,105969.05,No
15632575,559,France,Female,70,9,0,1,Yes,Yes,122996.76,No
15740164,715,France,Female,33,3,85227.84,1,Yes,Yes,68087.15,No
15574947,656,France,Male,36,8,97786.08,2,No,Yes,21478.36,No
15597909,652,Germany,Male,33,7,128135.99,1,Yes,No,158437.73,No
15782574,624,Spain,Male,33,6,0,2,No,No,76551.7,No
15734999,634,Spain,Male,36,2,85996.19,1,Yes,No,15887.68,No
15706593,850,Spain,Female,50,10,0,2,Yes,Yes,33741.84,No
15766686,659,Germany,Female,39,1,104502.11,1,Yes,No,20652.69,No
15590268,529,Spain,Male,35,5,95772.97,1,Yes,Yes,112781.5,No
15763055,572,Spain,Male,31,5,98108.79,1,No,Yes,119996.95,No
15664754,640,Germany,Male,39,9,131607.28,4,No,Yes,6981.43,Yes
15643630,770,Spain,Male,55,9,63127.41,2,Yes,No,185211.28,Yes
15641043,648,Spain,Male,35,7,0,2,Yes,Yes,78436.36,No
15768095,579,France,Male,31,9,0,1,No,Yes,139048,No
15811314,589,Germany,Female,36,9,140355.56,2,Yes,No,136329.96,No
15669922,530,Spain,Female,36,2,0,2,Yes,Yes,14721.8,No
15707114,831,France,Male,30,2,0,2,No,Yes,3430.38,No
15670602,790,Germany,Male,24,7,107418.27,1,No,Yes,160450.21,No
15713479,656,France,Male,35,6,0,2,Yes,No,1485.27,No
15663830,563,Spain,Male,32,6,0,2,Yes,Yes,19720.08,No
15566958,667,Spain,Male,39,7,167557.12,1,Yes,Yes,41183.02,No
15680918,613,Spain,Male,34,8,117300.02,1,Yes,No,139410.08,No
15663921,429,France,Male,60,7,0,2,Yes,Yes,163691.48,No
15716324,665,France,Female,23,9,143672.9,1,Yes,Yes,115147.33,No
15796969,731,France,Male,33,4,0,2,Yes,Yes,74945.11,No
15574783,584,France,Female,37,1,0,2,Yes,Yes,180363.56,No
15773487,634,Germany,Female,31,8,76798.92,1,No,No,196021.73,No
15802486,488,France,Male,34,3,0,2,Yes,Yes,125979.36,No
15783398,535,Spain,Female,49,7,115309.75,1,Yes,No,111421.77,No
15649418,776,France,Female,29,7,178171.04,2,Yes,Yes,115818.51,No
15604588,850,Spain,Female,38,3,0,2,No,Yes,179360.76,No
15735428,673,Spain,Female,37,0,0,2,No,No,82351.06,No
15629078,850,Germany,Female,45,5,127258.79,1,Yes,Yes,192744.23,Yes
15806880,627,Spain,Female,30,6,0,1,Yes,Yes,113408.47,No
15754999,570,France,Female,33,8,0,1,Yes,Yes,124641.42,No
15781034,796,Spain,Male,67,5,0,2,No,Yes,54871.02,No
15622017,773,Spain,Female,33,10,0,1,Yes,Yes,98820.09,No
15705885,752,Spain,Male,36,2,0,2,Yes,Yes,45570.84,No
15677382,625,Spain,Female,69,1,107569.96,1,Yes,Yes,182336.45,No
15566843,535,Germany,Male,20,9,134874.4,1,Yes,Yes,118825.56,No
15608387,786,France,Female,29,4,0,2,Yes,No,103372.79,No
15810786,620,France,Female,67,3,0,2,Yes,Yes,43486.73,No
15626983,605,Spain,Female,48,6,0,2,Yes,Yes,40062.99,No
15773605,670,Spain,Female,32,3,0,2,Yes,No,46175.7,No
15811261,617,Spain,Male,42,0,70105.87,1,Yes,Yes,120830.73,No
15590606,595,France,Male,41,9,0,2,Yes,No,5967.09,No
15576644,687,Germany,Female,29,4,78939.15,1,Yes,No,122134.56,Yes
15750264,757,Germany,Male,30,6,105128.85,2,Yes,Yes,62972.13,No
15741554,746,Spain,Male,31,2,113836.27,1,Yes,Yes,174815.54,No
15769051,503,Spain,Male,25,7,0,1,No,Yes,192841.13,No
15812198,543,Germany,Male,48,1,100900.5,1,No,No,33310.72,Yes
15699772,428,Germany,Female,40,3,129248.11,2,Yes,No,72876.43,Yes
15744105,768,France,Female,28,3,109118.05,2,No,Yes,50911.41,No
15739858,618,France,Male,56,7,0,1,Yes,Yes,142400.27,Yes
15723720,591,France,Female,31,7,0,2,No,Yes,48778.46,No
15638355,658,France,Female,35,5,126397.66,1,No,No,156361.58,Yes
15805637,625,France,Male,36,9,108546.16,3,Yes,No,133807.77,Yes
15629575,717,France,Male,36,2,148061.89,1,Yes,No,179128.69,Yes
15586243,667,France,Male,44,8,122277.87,1,Yes,Yes,91810.71,No
15757931,804,France,Male,24,3,0,2,Yes,No,173195.33,No
15716023,693,France,Male,31,1,0,2,No,Yes,182270.88,No
15647782,729,Germany,Male,36,8,152899.24,2,Yes,No,177130.33,No
15716609,484,Germany,Male,54,3,134388.11,1,No,No,49954.79,Yes
15623791,632,Spain,Female,40,3,109740.62,1,Yes,No,141896.74,No
15627262,536,Germany,Male,23,6,92366.72,2,Yes,No,120661.71,No
15652693,573,France,Female,26,4,129109.02,1,No,No,149814.68,Yes
15586993,655,Spain,Female,56,5,0,2,Yes,Yes,41782.7,No
15815560,666,Germany,Male,74,7,105102.5,1,Yes,Yes,46172.47,No
15584930,726,Germany,Male,30,5,111375.32,2,Yes,No,2704.09,No
15799031,523,France,Male,39,3,0,2,Yes,No,6726.53,No
15810457,728,Germany,Female,33,9,150412.14,2,Yes,No,170764.08,No
15697879,701,France,Male,30,3,156660.72,2,Yes,No,45742.42,No
15594902,518,France,Male,38,3,90957.81,1,No,Yes,162304.59,No
15799710,739,France,Male,37,7,104960.46,1,No,Yes,80883.82,No
15659651,531,Germany,Female,31,7,117052.82,1,Yes,No,118508.09,Yes
15645956,452,Spain,Male,44,3,88915.85,1,Yes,No,69697.74,No
15651713,684,France,Male,45,6,148071.39,1,Yes,No,183575.01,No
15737265,728,Germany,Male,39,6,152182.83,1,No,No,161203.6,No
15687310,783,Spain,Male,39,9,0,2,Yes,No,143752.77,No
15607347,734,France,Male,22,5,130056.23,1,No,No,121894.31,Yes
15698321,648,Germany,Male,34,3,95039.73,2,Yes,Yes,147055.87,No
15657812,688,France,Male,52,1,0,2,Yes,Yes,172033.57,No
15569187,680,Spain,Male,35,9,0,2,No,No,143774.06,No
15681562,516,France,Female,43,2,112773.73,2,Yes,Yes,139366.58,No
15615456,680,France,Female,37,10,123806.28,1,Yes,No,81776.84,Yes
15589793,604,France,Male,53,8,144453.75,1,Yes,No,190998.96,Yes
15781884,624,Germany,Male,27,9,94667.29,2,No,Yes,4470.52,No
15675190,623,France,Male,21,10,0,2,No,Yes,135851.3,No
15600734,624,Spain,Male,51,5,174397.21,2,Yes,Yes,172372.63,No
15779176,565,Germany,Female,58,3,108888.24,3,No,Yes,135875.51,Yes
15605286,565,France,Male,55,4,118803.35,2,Yes,Yes,128124.7,Yes
15674922,710,France,Male,54,6,171137.62,1,Yes,Yes,167023.95,Yes
15737506,645,France,Male,42,6,0,1,No,No,149807.01,No
15780514,707,France,Male,33,8,136678.52,1,Yes,No,54290.62,No
15623647,655,Spain,Female,36,1,135515.76,1,Yes,No,86013.96,No
15668472,705,Spain,Female,24,5,177799.83,2,No,No,79886.06,No
15692416,358,Spain,Female,52,8,143542.36,3,Yes,No,141959.11,Yes
15771139,578,Germany,Male,34,8,147487.23,2,Yes,No,66680.77,No
15738318,800,France,Female,40,5,97764.41,1,Yes,No,98640.15,Yes
15772243,612,France,Female,33,9,0,1,No,No,142797.5,Yes
15638463,681,Germany,Female,48,8,139480.18,1,Yes,Yes,163581.67,No
15598088,559,Spain,Male,25,5,0,2,Yes,Yes,163221.22,No
15693468,488,Spain,Female,39,9,140553.46,1,No,No,12440.44,No
15671930,717,France,Female,36,5,0,2,Yes,Yes,145551.6,No
15762268,666,France,Female,41,10,141162.08,1,Yes,No,50908.48,No
15780954,582,Spain,Male,26,4,65848.36,2,Yes,No,30149.21,No
15700174,733,Spain,Female,30,0,83319.28,1,No,No,57769.2,No
15635728,693,France,Male,41,4,0,2,No,No,156381.47,No
15679283,694,France,Female,33,4,129731.64,2,Yes,No,178123.86,No
15591386,622,France,Female,35,5,0,2,Yes,No,51112.8,No
15694192,598,Spain,Female,38,6,0,2,No,No,173783.38,No
15585901,717,Spain,Male,35,1,0,3,No,No,174770.14,Yes
15792329,494,Germany,Male,37,5,107106.33,2,Yes,No,172063.09,No
15635597,644,France,Male,33,8,0,2,Yes,Yes,155294.17,No
15775880,554,France,Female,30,9,0,2,Yes,Yes,40320.3,No
15630913,476,Spain,Female,69,1,105303.73,1,No,Yes,134260.34,No
15756680,667,France,Male,28,6,165798.1,1,Yes,No,147090.9,No
15587913,748,Spain,Female,40,4,0,2,Yes,No,132368.47,No
15737605,531,Spain,Female,45,1,126495.57,2,Yes,Yes,164741.5,No
15627876,719,Spain,Female,47,9,116393.59,1,Yes,No,63051.32,Yes
15772601,845,Germany,Female,41,2,81733.74,2,No,No,199761.29,No
15758606,738,France,Male,54,4,0,1,No,Yes,55725.04,Yes
15657107,563,Spain,Female,46,8,106171.68,1,Yes,No,163145.5,Yes
15622454,695,Spain,Male,28,0,96020.86,1,Yes,Yes,57992.49,No
15775803,841,Spain,Male,41,1,0,2,No,Yes,193093.77,No
15570859,626,Germany,Male,36,2,181671.16,2,Yes,Yes,57531.14,No
15748381,613,France,Female,29,6,185709.28,2,Yes,Yes,77242.19,No
15787189,824,Germany,Male,60,8,134250.17,3,No,No,153046.16,Yes
15666055,705,France,Female,49,7,0,1,Yes,No,63405.2,Yes
15617648,584,France,Female,44,5,95671.75,2,Yes,Yes,106564.88,No
15755678,534,France,Male,62,2,0,2,No,No,42763.12,Yes
15624781,672,France,Female,34,1,142151.75,2,Yes,Yes,168753.34,No
15779497,603,France,Male,43,5,127823.93,1,Yes,Yes,19483.35,No
15567399,633,Germany,Male,43,3,144164.29,1,Yes,Yes,158646.46,No
15613656,842,France,Male,58,1,63492.94,1,Yes,Yes,83172.19,No
15734311,661,France,Female,27,3,0,2,Yes,Yes,76889.79,No
15657214,601,France,Male,74,2,0,2,No,Yes,51554.58,No
15799350,632,France,Male,41,0,106134.46,1,No,Yes,105570.39,No
15729970,684,Germany,Male,29,8,127269.75,1,No,Yes,79495.01,No
15725835,785,Germany,Female,32,3,124493.03,2,No,Yes,52583.79,Yes
15745543,687,France,Male,39,7,0,2,Yes,No,26848.25,No
15727384,705,Germany,Female,43,10,146547.78,1,No,Yes,10072.55,Yes
15666916,639,France,Male,43,6,99610.92,2,Yes,No,187296.78,No
15732917,729,Germany,Male,46,5,117837.43,1,Yes,No,104016.61,Yes
15612050,556,Spain,Female,48,8,168522.37,1,Yes,Yes,151310.16,No
15726267,570,France,Male,32,9,117337.54,2,No,Yes,62810.91,No
15780124,841,France,Male,74,9,108131.53,1,No,Yes,60830.38,No
15742238,705,Germany,Male,35,4,136496.12,2,Yes,No,116672.02,No
15679024,553,France,Male,32,3,116324.53,1,Yes,No,77304.49,No
15715297,779,Germany,Female,40,2,75470.23,1,Yes,Yes,52894.01,No
15633612,696,France,Male,28,4,172646.82,1,Yes,Yes,116471.43,No
15602929,728,Spain,Female,37,4,0,1,No,No,4539.38,No
15696703,691,Germany,Male,27,3,160358.68,2,Yes,No,142367.72,No
15756668,706,France,Male,30,3,98415.37,1,Yes,Yes,110520.48,No
15565779,627,Germany,Female,30,6,57809.32,1,Yes,No,188258.49,No
15795519,716,Germany,Female,18,3,128743.8,1,No,No,197322.13,No
15761477,501,Germany,Male,24,4,130806.42,2,Yes,No,80241.14,No
15731890,601,France,Male,41,1,123971.16,1,No,Yes,172814.99,No
15633043,545,Spain,Female,39,6,0,1,No,No,38410.74,Yes
15752953,634,France,Male,45,9,0,2,No,No,17622.82,No
15603088,451,Spain,Female,23,9,0,2,No,Yes,48021.71,No
15606613,655,France,Female,59,7,0,1,Yes,No,88958.49,Yes
15635939,458,France,Female,39,9,0,2,Yes,No,116343.09,No
15666043,520,France,Male,33,4,156297.58,2,Yes,Yes,166102.61,No
15746190,624,Spain,Female,28,2,0,2,No,Yes,104353.26,No
15591357,765,France,Male,51,3,123372.3,1,Yes,Yes,115429.32,No
15658716,667,Germany,Female,37,5,92171.35,3,Yes,No,178106.34,Yes
15679909,665,Spain,Male,41,8,0,2,Yes,No,132152.32,No
15634262,709,Germany,Male,34,4,148375.19,2,Yes,Yes,21521.38,No
15799825,583,France,Female,44,8,0,2,Yes,Yes,27431.62,No
15756875,782,Spain,Male,34,6,147422.44,1,No,Yes,42143.61,No
15678146,668,Spain,Female,24,7,173962.32,1,No,No,106457.11,Yes
15710743,621,France,Male,47,0,0,1,Yes,Yes,133831.37,Yes
